Account Number,Account Name,sku,category,quantity,unit price,ext price,date
305893,Dickinson-Larson,FT-50146,Shirt,9,23.64,212.76,2014-02-02 18:59:05
503229,Murazik-Homenick,XX-25746,Belt,14,40.52,567.28,2013-12-19 02:41:39
725939,Ratke-Goldner,AE-95093,Shoes,20,32.48,649.60,2014-02-06 04:20:29
381895,"Runolfsdottir, Hammes and Mills",ZC-07383,Shirt,9,86.53,778.77,2014-08-20 14:30:11
528522,"Fay, Kassulke and Hahn",IC-59308,Shoes,2,89.19,178.38,2014-06-02 17:18:52
128394,Klocko-Kuvalis,ZC-07383,Shirt,7,61.28,428.96,2014-03-02 05:27:29
930909,"Hilll, Gleichner and Corwin",IC-59308,Shoes,19,95.99,1823.81,2013-12-30 11:07:49
111287,"Yundt, Lesch and Smith",FT-50146,Shirt,17,39.17,665.89,2014-07-11 14:55:14
618350,Stehr-Bradtke,RU-25060,Shirt,16,18.35,293.60,2014-07-10 07:15:26
826893,"Schinner, Cruickshank and Ziemann",HX-24728,Belt,2,10.01,20.02,2014-06-17 07:25:19
473322,Schuppe-Frami,HX-24728,Belt,7,26.55,185.85,2014-02-18 02:58:37
707783,Sanford-Jacobs,HX-24728,Belt,3,68.61,205.83,2014-01-20 07:57:02
104535,Kling and Sons,ZC-07383,Shirt,18,17.78,320.04,2014-06-19 10:57:21
305127,Zieme-Corkery,IC-59308,Shoes,11,43.90,482.90,2014-04-24 18:46:04
365312,"Hermann, Jakubowski and Gaylord",IC-59308,Shoes,3,27.82,83.46,2014-06-25 16:34:53
479110,Kilback-Hettinger,XX-25746,Belt,16,98.46,1575.36,2013-10-12 09:00:54
306938,D'Amore PLC,RU-25060,Shirt,16,75.02,1200.32,2014-08-06 01:53:01
480628,Daugherty-Olson,GS-95639,Shoes,16,66.55,1064.80,2014-09-24 14:38:01
904137,Schulist PLC,GS-95639,Shoes,20,16.77,335.40,2014-09-27 08:21:04
685048,Schultz Group,QS-76400,Shirt,13,61.71,802.23,2014-07-26 20:06:21
164962,Hudson-Trantow,QS-76400,Shirt,14,92.47,1294.58,2014-01-10 01:29:31
423118,White-Stokes,RU-25060,Shirt,20,23.17,463.40,2013-11-15 22:41:05
884468,Turcotte and Sons,QS-76400,Shirt,1,16.31,16.31,2014-01-23 16:22:02
212487,Von-Ledner,QS-76400,Shirt,16,58.88,942.08,2014-09-01 19:22:55
861533,"Beatty, Kuhn and Lang",GS-95639,Shoes,13,70.51,916.63,2013-11-07 02:13:23
317998,"Wilderman, Stamm and Kshlerin",AE-95093,Shoes,11,48.94,538.34,2014-07-04 00:12:58
116928,"Sporer, Collins and Gutkowski",HX-24728,Belt,11,83.67,920.37,2014-04-14 16:41:59
883455,Collins-Bartell,QS-76400,Shirt,8,55.10,440.80,2014-05-02 21:37:51
437917,Wuckert-Breitenberg,FT-50146,Shirt,16,74.74,1195.84,2014-08-12 23:55:44
971908,Bauch-Skiles,HX-24728,Belt,2,23.15,46.30,2013-10-30 09:19:03
556303,Dickens Inc,FT-50146,Shirt,13,32.71,425.23,2014-03-23 20:59:24
071617,Predovic Ltd,AE-95093,Shoes,9,65.05,585.45,2013-10-13 23:51:20
050180,Legros-Larson,XX-25746,Belt,19,62.62,1189.78,2013-11-16 05:08:39
803666,Fritsch-Glover,AE-95093,Shoes,12,68.33,819.96,2014-07-29 09:53:23
318113,"Fritsch, Koelpin and Larkin",RU-25060,Shirt,3,18.62,55.86,2014-06-22 11:10:04
204748,Metz Ltd,HX-24728,Belt,10,84.36,843.60,2014-01-14 05:38:25
319932,Brakus-Lockman,AE-95093,Shoes,1,64.96,64.96,2013-11-13 23:11:21
407134,"Bailey, Ernser and Bashirian",HX-24728,Belt,6,46.97,281.82,2013-10-07 00:11:51
636451,Collins LLC,IC-59308,Shoes,9,98.33,884.97,2014-01-22 23:45:44
195626,Morissette-Jaskolski,QS-76400,Shirt,2,74.46,148.92,2014-07-02 21:48:43
214690,Shanahan and Sons,IC-59308,Shoes,14,56.39,789.46,2014-03-08 15:17:36
743955,Leannon Inc,RU-25060,Shirt,8,64.68,517.44,2014-03-14 22:34:42
459388,"Labadie, Vandervort and Johns",XX-25746,Belt,2,81.19,162.38,2014-06-03 20:53:49
104104,Corkery-O'Connell,QS-76400,Shirt,9,10.62,95.58,2013-11-15 23:51:08
131776,Kuvalis Inc,FT-50146,Shirt,3,26.27,78.81,2014-07-14 22:40:30
651569,"Ebert, Zemlak and Hills",AE-95093,Shoes,9,52.23,470.07,2014-04-15 18:16:17
938531,O'Hara and Sons,GS-95639,Shoes,20,86.14,1722.80,2014-01-20 08:54:45
289599,Davis-Mohr,IC-59308,Shoes,19,71.18,1352.42,2013-12-14 12:29:52
531597,Rath Ltd,AE-95093,Shoes,4,65.57,262.28,2013-12-19 06:20:00
065701,"Rice, Ratke and Dietrich",QS-76400,Shirt,19,19.29,366.51,2014-09-27 08:04:37
083845,Wisozk-Funk,ZC-07383,Shirt,2,30.18,60.36,2014-08-05 10:44:05
383015,Bartoletti Inc,XX-25746,Belt,9,72.06,648.54,2014-07-15 09:48:21
221967,Hahn Ltd,ZC-07383,Shirt,18,88.93,1600.74,2014-02-03 05:04:29
181376,Pacocha-Kessler,LK-02338,Shirt,1,30.13,30.13,2013-11-22 12:40:47
579994,Weissnat Group,LK-02338,Shirt,10,41.98,419.80,2014-08-31 01:04:43
523833,Klocko Ltd,LK-02338,Shirt,11,30.33,333.63,2014-01-31 23:54:19
958651,Franecki Inc,RU-25060,Shirt,13,34.55,449.15,2013-10-26 00:30:55
222704,Ernser-Dare,QS-76400,Shirt,6,58.05,348.30,2014-04-30 18:25:28
701170,"Rau, Bernhard and Parker",IC-59308,Shoes,20,96.37,1927.40,2013-12-25 08:55:47
611543,Kilback-Stokes,ZC-07383,Shirt,3,42.86,128.58,2014-03-26 17:29:36
846832,Baumbach Group,RU-25060,Shirt,10,52.02,520.20,2014-01-16 15:58:51
085499,Heller-Towne,RU-25060,Shirt,7,34.92,244.44,2014-05-08 06:06:18
320874,"Dickinson, Thiel and Vandervort",AE-95093,Shoes,5,84.21,421.05,2014-06-14 08:30:53
314703,"Dicki, Ritchie and McCullough",RU-25060,Shirt,20,27.13,542.60,2014-05-18 03:54:05
081991,Quitzon-Heaney,QS-76400,Shirt,5,19.59,97.95,2014-03-16 15:16:15
221265,Romaguera-Brown,IC-59308,Shoes,18,64.86,1167.48,2014-05-17 11:25:26
687391,Thiel Ltd,HX-24728,Belt,4,73.86,295.44,2014-04-27 18:37:14
633848,Johnston-Dicki,ZC-07383,Shirt,6,24.24,145.44,2014-06-05 17:12:56
086467,Bechtelar-Windler,HX-24728,Belt,15,76.71,1150.65,2013-12-25 04:21:48
868055,Kuhlman-Lubowitz,QS-76400,Shirt,11,64.95,714.45,2014-03-18 04:53:49
320874,"Dickinson, Thiel and Vandervort",ZC-07383,Shirt,11,20.17,221.87,2014-07-07 21:19:13
784608,Smith-Hauck,FT-50146,Shirt,3,30.05,90.15,2014-07-28 23:32:53
897118,"Carroll, O'Connell and Roob",GS-95639,Shoes,8,19.02,152.16,2014-08-01 09:51:42
785842,Balistreri-Ward,GS-95639,Shoes,7,98.95,692.65,2014-04-17 00:54:54
352112,Ortiz-Kemmer,XX-25746,Belt,4,70.15,280.60,2014-09-01 11:41:50
585977,Rohan-Thiel,AE-95093,Shoes,19,67.25,1277.75,2014-06-27 17:55:08
427830,Ortiz-Shanahan,HX-24728,Belt,8,27.22,217.76,2014-07-15 09:40:07
914594,"Roberts, Volkman and Batz",IC-59308,Shoes,1,25.31,25.31,2014-06-12 15:35:06
310730,Wolf Ltd,HX-24728,Belt,20,33.32,666.40,2014-01-09 11:24:28
246745,"Hyatt, Brown and Rohan",RU-25060,Shirt,20,79.48,1589.60,2014-07-29 15:44:57
757632,Breitenberg-Harvey,AE-95093,Shoes,4,48.59,194.36,2014-07-23 14:43:32
737861,Nitzsche Ltd,FT-50146,Shirt,5,83.54,417.70,2014-07-04 11:00:05
240778,Zboncak LLC,FT-50146,Shirt,2,48.96,97.92,2013-12-26 11:09:43
151300,"Upton, Runolfsson and O'Reilly",QS-76400,Shirt,5,61.28,306.40,2014-09-08 06:30:47
410673,"Corwin, Nienow and Reichert",XX-25746,Belt,6,65.54,393.24,2014-08-19 10:41:09
612001,"Daniel, Russel and Stoltenberg",AE-95093,Shoes,15,65.30,979.50,2014-07-13 17:49:39
271238,"Runolfsdottir, Rolfson and Pacocha",IC-59308,Shoes,15,75.04,1125.60,2014-08-18 04:20:14
385821,Block-Sporer,HX-24728,Belt,9,10.72,96.48,2014-07-03 19:04:37
927597,Kunde-Runolfsdottir,RU-25060,Shirt,15,16.99,254.85,2013-11-25 07:03:49
748472,Swaniawski-Kris,IC-59308,Shoes,14,26.62,372.68,2014-06-25 13:14:58
070831,Feil-Wiegand,HX-24728,Belt,11,97.28,1070.08,2014-07-16 13:57:40
436135,"Hodkiewicz, Carter and Rutherford",AE-95093,Shoes,13,80.61,1047.93,2014-01-26 08:30:52
931007,"Will, Schamberger and Wehner",GS-95639,Shoes,20,73.82,1476.40,2013-10-20 03:31:31
719100,"Rogahn, Lang and Bins",GS-95639,Shoes,10,51.65,516.50,2013-12-03 23:39:39
921003,Brekke-Grant,AE-95093,Shoes,5,75.10,375.50,2013-12-04 09:05:19
162462,Murphy PLC,HX-24728,Belt,19,13.12,249.28,2014-01-31 09:51:48
838999,Runolfsson-Bernier,ZC-07383,Shirt,10,31.82,318.20,2013-11-20 22:50:48
878842,Durgan and Sons,QS-76400,Shirt,14,97.68,1367.52,2014-05-13 17:26:03
991343,Brekke PLC,LK-02338,Shirt,17,79.04,1343.68,2013-12-11 13:59:02
406764,"VonRueden, Ritchie and Reilly",GS-95639,Shoes,18,52.01,936.18,2014-05-15 01:20:53
574172,"Rowe, Romaguera and Mayert",ZC-07383,Shirt,10,43.95,439.50,2014-09-27 14:42:32
400974,"Schimmel, Schaefer and Treutel",RU-25060,Shirt,4,75.02,300.08,2013-12-09 02:48:19
598556,Farrell-Bergnaum,ZC-07383,Shirt,1,40.76,40.76,2014-08-27 11:14:22
141320,"Reichert, Barton and Lueilwitz",ZC-07383,Shirt,2,34.87,69.74,2013-11-12 09:37:07
984152,"Wiegand, McGlynn and Koss",AE-95093,Shoes,8,40.06,320.48,2014-02-08 16:09:53
323803,Kerluke Group,AE-95093,Shoes,17,59.73,1015.41,2014-04-27 07:57:07
607901,Dicki Inc,GS-95639,Shoes,8,19.46,155.68,2014-08-05 03:55:17
584906,"Turcotte, Grant and Heidenreich",FT-50146,Shirt,10,46.03,460.30,2014-03-12 09:35:10
716142,Stroman-Grimes,LK-02338,Shirt,4,93.44,373.76,2014-01-22 14:23:05
345320,Jenkins Inc,AE-95093,Shoes,20,76.06,1521.20,2014-09-06 02:06:08
343481,Mills Inc,XX-25746,Belt,18,46.42,835.56,2014-07-01 16:39:19
830285,"Spinka, Nienow and Christiansen",LK-02338,Shirt,1,81.56,81.56,2014-02-12 07:03:44
718800,Jacobs-Howell,RU-25060,Shirt,12,74.28,891.36,2014-03-23 05:48:46
516157,Kuhn-Crist,GS-95639,Shoes,12,54.06,648.72,2014-01-20 10:31:27
428333,Corkery-Torphy,FT-50146,Shirt,15,48.10,721.50,2013-11-03 08:06:48
238675,McDermott Inc,RU-25060,Shirt,17,58.25,990.25,2014-02-16 17:26:48
780026,Lakin-Goodwin,LK-02338,Shirt,12,97.97,1175.64,2013-12-16 02:56:05
041295,Gulgowski-Luettgen,IC-59308,Shoes,15,84.31,1264.65,2013-12-04 08:15:19
799012,Gibson PLC,RU-25060,Shirt,1,91.42,91.42,2014-09-11 14:55:08
056297,Waelchi and Sons,IC-59308,Shoes,20,23.65,473.00,2014-04-13 11:22:13
383619,Becker Ltd,XX-25746,Belt,1,72.20,72.20,2014-09-09 08:33:52
195246,Hammes-Haag,XX-25746,Belt,12,99.35,1192.20,2013-12-19 10:25:17
296008,"Greenholt, Stroman and Waelchi",LK-02338,Shirt,6,77.52,465.12,2013-12-16 06:19:38
659579,"Upton, Hilpert and White",LK-02338,Shirt,8,74.22,593.76,2014-06-01 23:38:29
485244,Durgan Ltd,HX-24728,Belt,20,10.20,204.00,2014-05-24 07:50:49
185994,Murazik LLC,XX-25746,Belt,18,60.99,1097.82,2013-12-26 05:50:27
024024,"Cruickshank, Robel and Jast",XX-25746,Belt,1,22.60,22.60,2014-01-16 07:06:38
910599,Haag-Huel,XX-25746,Belt,5,75.55,377.75,2014-05-02 11:03:12
726713,Schinner-Baumbach,XX-25746,Belt,12,42.78,513.36,2014-09-29 22:16:21
440852,"Bradtke, Daniel and Hagenes",FT-50146,Shirt,17,35.68,606.56,2014-05-02 23:21:10
679130,Berge and Sons,GS-95639,Shoes,5,34.32,171.60,2014-08-27 18:08:16
255877,"Stroman, Cronin and Gerlach",GS-95639,Shoes,6,86.92,521.52,2014-02-26 02:25:36
225775,Walker and Sons,AE-95093,Shoes,7,38.46,269.22,2014-07-12 07:53:48
666407,McGlynn-Marvin,AE-95093,Shoes,17,55.69,946.73,2014-07-11 14:02:20
023156,Kuhn and Sons,LK-02338,Shirt,12,63.72,764.64,2014-08-20 01:31:43
770435,Sporer-Denesik,ZC-07383,Shirt,5,86.72,433.60,2014-07-14 11:42:38
734065,"Pacocha, White and Lind",QS-76400,Shirt,19,81.80,1554.20,2013-10-22 12:58:40
914594,"Roberts, Volkman and Batz",AE-95093,Shoes,19,62.20,1181.80,2014-04-09 13:30:37
606477,"Hilpert, Witting and McDermott",IC-59308,Shoes,17,31.63,537.71,2013-11-01 23:34:07
863242,McKenzie and Sons,IC-59308,Shoes,15,17.99,269.85,2014-07-21 16:43:34
998940,Walker-Erdman,GS-95639,Shoes,7,14.23,99.61,2014-01-06 09:01:44
567684,"Conroy, Hermann and Fay",HX-24728,Belt,5,51.11,255.55,2014-08-12 05:57:34
806349,Purdy Ltd,AE-95093,Shoes,4,40.48,161.92,2013-10-13 01:00:59
223656,Hoeger-Emard,ZC-07383,Shirt,8,52.53,420.24,2014-03-10 13:03:04
528522,"Fay, Kassulke and Hahn",IC-59308,Shoes,18,62.21,1119.78,2014-02-11 09:19:55
926359,Herman Ltd,RU-25060,Shirt,18,12.40,223.20,2013-12-24 02:12:31
654198,Aufderhar and Sons,GS-95639,Shoes,2,96.77,193.54,2014-04-23 18:25:00
461425,O'Conner PLC,XX-25746,Belt,16,70.92,1134.72,2014-08-26 11:38:54
054647,"Mayer, Bartoletti and Skiles",FT-50146,Shirt,9,96.32,866.88,2014-08-29 06:55:27
190550,"Marvin, Johnson and McDermott",HX-24728,Belt,15,96.20,1443.00,2014-08-03 07:08:43
957458,Tromp Ltd,ZC-07383,Shirt,20,29.20,584.00,2014-01-26 22:43:55
962424,King-Graham,LK-02338,Shirt,1,24.41,24.41,2014-01-29 04:41:30
188073,Bernhard LLC,HX-24728,Belt,5,62.20,311.00,2014-06-26 18:53:10
081991,Quitzon-Heaney,LK-02338,Shirt,10,32.69,326.90,2013-10-20 15:40:17
088948,Schulist-Stokes,QS-76400,Shirt,17,31.79,540.43,2014-04-26 08:38:47
017915,Huel Inc,HX-24728,Belt,3,29.68,89.04,2014-09-13 20:41:55
930445,Kuhlman-Abbott,HX-24728,Belt,7,67.27,470.89,2014-08-26 20:46:40
789704,"Sporer, Hickle and Steuber",AE-95093,Shoes,1,11.13,11.13,2014-06-07 05:39:32
006711,"Gorczany, Pfannerstill and Okuneva",ZC-07383,Shirt,18,66.60,1198.80,2014-05-29 08:59:53
962424,King-Graham,FT-50146,Shirt,2,51.42,102.84,2014-07-13 05:24:33
838999,Runolfsson-Bernier,XX-25746,Belt,2,51.25,102.50,2014-05-07 01:03:32
411916,Rau PLC,GS-95639,Shoes,18,58.25,1048.50,2014-02-14 10:38:02
055451,Welch-Padberg,QS-76400,Shirt,19,95.38,1812.22,2014-08-05 03:05:24
694814,"Towne, Keebler and Bergnaum",LK-02338,Shirt,6,50.64,303.84,2014-06-19 19:58:37
507817,O'Conner-Abbott,LK-02338,Shirt,6,19.34,116.04,2014-05-02 10:24:33
080499,Wehner-Rowe,AE-95093,Shoes,10,60.82,608.20,2013-12-13 22:27:10
080571,"Simonis, Johnston and Jewess",IC-59308,Shoes,9,54.52,490.68,2014-06-21 23:08:48
435351,Beahan-Lockman,XX-25746,Belt,14,39.60,554.40,2013-11-02 06:01:19
920238,Gulgowski LLC,FT-50146,Shirt,17,26.80,455.60,2014-05-04 19:25:12
884187,"Monahan, Bogan and White",GS-95639,Shoes,9,59.70,537.30,2014-03-08 06:38:33
068120,Rippin and Sons,QS-76400,Shirt,8,70.48,563.84,2014-05-14 10:53:31
189941,"Brakus, Kuhn and Gusikowski",FT-50146,Shirt,9,96.32,866.88,2014-03-21 10:40:07
023156,Kuhn and Sons,ZC-07383,Shirt,7,67.88,475.16,2014-09-16 13:21:59
740581,"Ziemann, Reynolds and McClure",IC-59308,Shoes,7,95.05,665.35,2013-12-19 20:21:33
812847,Okuneva and Sons,FT-50146,Shirt,11,80.68,887.48,2013-10-27 23:34:39
930552,"Baumbach, Bogan and Feeney",HX-24728,Belt,1,52.80,52.80,2013-10-25 16:21:44
529791,"Schamberger, Conn and Lind",FT-50146,Shirt,20,72.27,1445.40,2014-08-30 01:02:19
374476,Marvin-Moen,ZC-07383,Shirt,19,88.77,1686.63,2014-09-09 09:03:18
797019,Gaylord LLC,QS-76400,Shirt,16,60.51,968.16,2013-12-14 18:05:19
029068,Brekke and Sons,RU-25060,Shirt,2,98.81,197.62,2014-03-27 17:00:29
180324,Reynolds Group,GS-95639,Shoes,17,90.28,1534.76,2014-01-01 09:21:23
718026,"Gaylord, Hane and Roberts",LK-02338,Shirt,4,10.12,40.48,2014-05-16 15:11:45
606477,"Hilpert, Witting and McDermott",ZC-07383,Shirt,17,86.15,1464.55,2014-08-10 17:20:34
014431,"Murray, Steuber and Auer",IC-59308,Shoes,6,50.10,300.60,2014-01-18 19:37:51
261065,Mosciski-White,ZC-07383,Shirt,2,70.66,141.32,2014-07-10 17:09:39
210565,Feest Inc,QS-76400,Shirt,15,90.78,1361.70,2014-01-24 13:30:44
434955,Ledner-Kling,AE-95093,Shoes,4,20.08,80.32,2014-03-19 09:20:57
154211,Keeling-Wolff,AE-95093,Shoes,3,23.21,69.63,2014-01-14 06:46:46
523833,Klocko Ltd,ZC-07383,Shirt,1,56.57,56.57,2014-01-01 07:59:24
705775,Wilderman Group,QS-76400,Shirt,10,89.28,892.80,2014-08-18 07:54:26
618428,McLaughlin PLC,QS-76400,Shirt,20,96.93,1938.60,2014-03-02 15:17:02
343481,Mills Inc,IC-59308,Shoes,13,43.13,560.69,2014-03-29 22:51:10
068120,Rippin and Sons,AE-95093,Shoes,7,53.62,375.34,2014-01-25 21:26:04
866291,Hodkiewicz Group,IC-59308,Shoes,4,26.05,104.20,2014-04-30 11:46:14
205298,"Sanford, Wintheiser and Koss",RU-25060,Shirt,11,90.45,994.95,2014-06-28 11:49:36
976357,"Durgan, Larkin and Stark",LK-02338,Shirt,1,48.37,48.37,2014-02-12 01:58:06
227563,Fisher PLC,LK-02338,Shirt,10,60.47,604.70,2014-02-08 17:25:35
751708,"Toy, Macejkovic and Fadel",RU-25060,Shirt,17,25.37,431.29,2014-07-31 00:51:41
812847,Okuneva and Sons,ZC-07383,Shirt,3,55.79,167.37,2013-10-13 08:35:21
331921,Skiles-Bergnaum,RU-25060,Shirt,11,87.47,962.17,2014-09-19 05:46:38
070143,Carroll-Morissette,AE-95093,Shoes,19,39.68,753.92,2013-10-26 02:38:51
212487,Von-Ledner,AE-95093,Shoes,5,95.85,479.25,2014-01-09 04:48:29
352112,Ortiz-Kemmer,GS-95639,Shoes,5,73.84,369.20,2013-12-02 22:53:20
629547,Thiel-Volkman,ZC-07383,Shirt,16,17.47,279.52,2014-02-18 07:01:07
435915,"Kling, Parker and Goodwin",FT-50146,Shirt,1,21.78,21.78,2014-08-11 18:44:54
763381,Weimann LLC,IC-59308,Shoes,2,49.01,98.02,2014-07-01 19:57:41
320340,Casper-Beahan,AE-95093,Shoes,12,67.89,814.68,2014-08-05 06:02:08
187671,Terry and Sons,ZC-07383,Shirt,18,25.51,459.18,2013-10-03 08:24:24
031780,"Little, Stokes and McClure",RU-25060,Shirt,18,41.97,755.46,2014-05-31 03:35:47
285621,Waters Ltd,XX-25746,Belt,11,16.01,176.11,2014-09-16 04:39:43
549196,"Kuphal, Hand and Larkin",LK-02338,Shirt,6,21.83,130.98,2014-09-11 03:48:47
064410,"Blick, Auer and Pollich",HX-24728,Belt,10,26.51,265.10,2013-12-06 16:39:18
215844,Simonis-Cummings,LK-02338,Shirt,2,23.26,46.52,2014-02-21 04:32:38
951852,Jenkins Ltd,XX-25746,Belt,3,85.32,255.96,2014-08-16 22:39:49
162462,Murphy PLC,IC-59308,Shoes,9,32.07,288.63,2014-08-21 09:33:11
272517,"Davis, Heaney and Johns",RU-25060,Shirt,3,39.20,117.60,2014-04-28 08:53:34
742526,"Bosco, Wuckert and O'Reilly",QS-76400,Shirt,20,41.81,836.20,2014-07-13 18:49:34
830122,"Fritsch, Bartoletti and Spencer",IC-59308,Shoes,7,98.47,689.29,2014-06-05 11:14:13
938316,"Swaniawski, White and Koch",QS-76400,Shirt,7,10.34,72.38,2014-02-08 15:15:52
510762,Carroll-Kunde,HX-24728,Belt,13,41.85,544.05,2014-07-12 11:33:16
744911,"Farrell, McClure and Bayer",AE-95093,Shoes,3,15.66,46.98,2014-07-25 14:41:22
172519,"Kutch, Cormier and Harber",IC-59308,Shoes,11,22.72,249.92,2014-03-02 16:28:12
881909,Ratke-Mitchell,LK-02338,Shirt,20,44.20,884.00,2013-11-27 13:49:04
033085,Harris Group,AE-95093,Shoes,17,33.25,565.25,2014-02-22 23:49:54
631316,Lemke LLC,ZC-07383,Shirt,19,80.28,1525.32,2013-10-09 18:24:06
823639,Reilly-Leannon,GS-95639,Shoes,4,87.28,349.12,2014-03-16 09:49:02
054152,Cummerata Ltd,LK-02338,Shirt,16,61.08,977.28,2014-07-18 22:30:11
314560,Feil LLC,ZC-07383,Shirt,14,98.85,1383.90,2014-04-30 05:49:59
019767,"Pagac, Rogahn and Larson",AE-95093,Shoes,5,74.20,371.00,2014-02-25 14:05:08
512839,Moen LLC,HX-24728,Belt,7,30.65,214.55,2014-09-09 18:51:08
239817,"Abbott, Rogahn and Bednar",ZC-07383,Shirt,18,34.20,615.60,2014-02-23 12:50:34
473322,Schuppe-Frami,LK-02338,Shirt,20,57.83,1156.60,2014-01-14 04:33:14
211130,"Eichmann, Lindgren and Quigley",HX-24728,Belt,20,70.50,1410.00,2013-12-30 03:52:27
036881,"Hahn, Johnson and Jacobi",XX-25746,Belt,5,37.96,189.80,2014-06-16 21:54:29
345320,Jenkins Inc,QS-76400,Shirt,16,74.43,1190.88,2014-01-22 08:02:27
734065,"Pacocha, White and Lind",IC-59308,Shoes,14,55.06,770.84,2014-03-08 06:49:52
471389,Gottlieb-Bednar,AE-95093,Shoes,17,43.38,737.46,2014-02-03 05:50:08
841645,"Murray, Herzog and Treutel",GS-95639,Shoes,18,99.34,1788.12,2014-07-16 18:36:40
081900,Herman-Upton,QS-76400,Shirt,20,93.08,1861.60,2014-04-05 17:36:15
383015,Bartoletti Inc,FT-50146,Shirt,19,89.29,1696.51,2014-09-20 12:15:41
637673,Schultz-Bradtke,FT-50146,Shirt,16,29.72,475.52,2014-08-30 15:48:41
507817,O'Conner-Abbott,QS-76400,Shirt,9,73.11,657.99,2014-08-04 07:51:39
751878,Wolf-O'Conner,GS-95639,Shoes,2,100.00,200.00,2014-08-11 04:32:13
892834,"Bode, Greenholt and Lang",ZC-07383,Shirt,5,70.17,350.85,2014-04-18 00:25:55
667990,Cassin LLC,FT-50146,Shirt,14,87.12,1219.68,2014-09-11 21:36:48
373609,"Fadel, Considine and Gibson",LK-02338,Shirt,13,35.08,456.04,2014-01-03 12:09:06
662360,Kshlerin-Turcotte,QS-76400,Shirt,2,76.78,153.56,2014-05-22 17:02:03
675333,Schuppe-Collins,IC-59308,Shoes,10,59.68,596.80,2014-02-09 07:00:00
217066,Raynor LLC,LK-02338,Shirt,2,24.13,48.26,2014-03-11 20:31:28
809276,"Welch, Johnston and Berge",AE-95093,Shoes,12,65.61,787.32,2014-04-20 17:58:06
431043,Grimes-Schmidt,ZC-07383,Shirt,16,20.47,327.52,2014-08-25 08:40:46
050526,"Wehner, Gerhold and Wiza",ZC-07383,Shirt,3,19.02,57.06,2014-01-22 06:42:54
767359,Hoppe-Monahan,IC-59308,Shoes,11,95.57,1051.27,2014-06-09 02:39:07
771001,Bechtelar-Schimmel,GS-95639,Shoes,16,49.67,794.72,2014-08-09 06:09:53
460436,Baumbach LLC,ZC-07383,Shirt,7,52.88,370.16,2014-07-26 06:58:04
464129,Ryan PLC,FT-50146,Shirt,11,41.45,455.95,2013-12-19 20:51:53
269278,Luettgen-Ritchie,LK-02338,Shirt,3,12.73,38.19,2013-12-06 17:56:22
876804,"Bashirian, Dare and Kutch",IC-59308,Shoes,15,14.49,217.35,2013-12-02 05:49:32
830285,"Spinka, Nienow and Christiansen",QS-76400,Shirt,18,21.15,380.70,2013-11-11 10:38:15
437171,"O'Kon, Braun and Corkery",QS-76400,Shirt,5,58.04,290.20,2014-09-26 00:48:56
608985,"Shanahan, Leffler and Baumbach",RU-25060,Shirt,7,63.26,442.82,2014-09-25 02:36:40
821542,Heaney-Hilll,IC-59308,Shoes,8,66.32,530.56,2014-09-23 18:38:34
335539,Price Group,IC-59308,Shoes,12,12.70,152.40,2014-04-14 14:32:19
370320,Hansen Inc,QS-76400,Shirt,10,65.76,657.60,2013-11-06 08:25:34
280956,"McDermott, Hagenes and Hudson",GS-95639,Shoes,15,26.03,390.45,2014-09-13 12:17:41
355192,Krajcik PLC,ZC-07383,Shirt,16,60.27,964.32,2014-08-26 17:04:42
433017,Wilkinson-Cummerata,ZC-07383,Shirt,20,39.87,797.40,2014-04-23 20:52:43
664251,Wiegand and Sons,ZC-07383,Shirt,13,43.29,562.77,2013-11-10 12:27:52
641140,"Reinger, Monahan and Corkery",LK-02338,Shirt,10,47.80,478.00,2013-11-14 18:21:45
938316,"Swaniawski, White and Koch",LK-02338,Shirt,8,22.10,176.80,2014-01-12 06:25:52
410779,"Prosacco, Bashirian and Hintz",QS-76400,Shirt,10,18.56,185.60,2014-04-07 23:42:25
958584,"Gottlieb, Krajcik and Sawayn",FT-50146,Shirt,16,42.14,674.24,2014-07-22 14:39:29
345623,"Friesen, Dickens and Gottlieb",FT-50146,Shirt,8,13.57,108.56,2014-07-24 14:15:18
459388,"Labadie, Vandervort and Johns",FT-50146,Shirt,20,61.35,1227.00,2014-04-30 13:02:15
282674,Haley Ltd,LK-02338,Shirt,12,62.58,750.96,2013-10-05 06:50:39
539422,Weber and Sons,ZC-07383,Shirt,6,83.61,501.66,2014-06-05 12:30:19
447783,Beatty Inc,LK-02338,Shirt,7,28.85,201.95,2014-02-15 05:37:06
262918,"Beahan, Hackett and Hagenes",XX-25746,Belt,12,33.75,405.00,2014-04-30 09:27:24
054152,Cummerata Ltd,QS-76400,Shirt,3,66.53,199.59,2014-08-11 13:35:45
743807,White-Purdy,IC-59308,Shoes,1,46.66,46.66,2013-12-17 12:39:34
320340,Casper-Beahan,XX-25746,Belt,9,71.06,639.54,2013-12-04 16:24:14
630644,"Kerluke, Barton and Koch",XX-25746,Belt,11,34.68,381.48,2014-02-15 08:19:30
637673,Schultz-Bradtke,XX-25746,Belt,15,67.08,1006.20,2014-07-13 19:09:57
473337,"Will, Hagenes and Roberts",IC-59308,Shoes,20,71.39,1427.80,2014-06-01 19:00:26
151300,"Upton, Runolfsson and O'Reilly",AE-95093,Shoes,6,36.08,216.48,2013-10-01 17:24:40
